               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,             0.01599,           0.0098967,                   0,             0.94849,             0.84868,             0.93391,             0.72365,            0.022116,            0.012296,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.016815,           0.0097395,                   0,             0.94317,               0.875,             0.93773,             0.73364,            0.021397,            0.012073,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.016132,            0.010004,                   0,             0.94927,             0.86171,             0.93133,             0.71937,            0.022349,            0.012562,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.016212,           0.0092062,                   0,             0.95683,             0.87497,             0.93939,             0.72885,            0.022559,            0.012336,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.015907,           0.0092337,                   0,             0.96364,               0.875,             0.94059,             0.73279,            0.021965,            0.011933,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.016166,           0.0095596,                   0,             0.94889,             0.85508,             0.93642,             0.72946,            0.022843,            0.012141,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.016218,           0.0097428,                   0,              0.9565,             0.86803,             0.94362,             0.74001,            0.021331,            0.011758,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.016326,           0.0094845,                   0,             0.92361,             0.87497,             0.93766,             0.72705,            0.021479,            0.013088,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015597,           0.0089574,                   0,             0.93617,             0.86837,             0.93489,             0.73698,            0.021351,            0.012721,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.015674,           0.0099532,                   0,             0.93007,             0.87494,             0.93365,             0.72057,            0.022214,            0.012151,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.015491,           0.0095107,                   0,             0.93055,             0.88157,             0.93364,             0.72085,            0.022633,            0.012348,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.015382,           0.0098341,                   0,             0.97024,             0.86184,             0.93744,             0.73285,            0.022588,             0.01173,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015429,           0.0094346,                   0,             0.94405,             0.88813,             0.93499,             0.73086,            0.023137,            0.011799,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.015136,           0.0093484,                   0,             0.92516,             0.89466,             0.93219,             0.72678,            0.023007,            0.011469,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.015147,           0.0094768,                   0,             0.88461,             0.90783,             0.92462,             0.72077,            0.022441,            0.011816,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015588,           0.0090079,                   0,             0.94994,               0.875,             0.94142,              0.7227,            0.022461,            0.011853,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,             0.01495,           0.0090709,                   0,             0.91891,             0.89462,             0.94095,             0.72969,            0.022645,             0.01169,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,              0.0157,            0.011135,                   0,             0.91777,             0.88158,             0.93026,             0.72501,            0.022757,            0.012402,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.015445,           0.0087935,                   0,             0.90065,             0.89463,              0.9338,             0.71203,            0.022926,             0.01207,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.015005,           0.0089514,                   0,             0.95605,             0.86184,             0.93393,             0.72541,            0.022705,            0.011501,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.014957,           0.0092736,                   0,             0.93564,             0.86184,             0.93779,             0.72905,            0.022107,            0.012088,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.015118,           0.0087004,                   0,              0.9489,             0.85519,             0.93054,             0.72835,             0.02214,            0.012191,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.014937,           0.0089295,                   0,             0.92291,             0.86842,             0.92308,             0.71288,             0.02231,            0.012809,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.015391,           0.0085868,                   0,             0.93478,             0.84865,             0.91345,             0.70546,            0.022932,            0.013641,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.015092,           0.0097084,                   0,             0.89332,             0.88149,                0.92,             0.70548,            0.022952,            0.013602,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.014775,           0.0084119,                   0,             0.93524,             0.85507,             0.92422,             0.71049,            0.023115,            0.013202,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.015177,           0.0089772,                   0,             0.91136,             0.88158,             0.92862,             0.71941,            0.022765,            0.012655,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.014843,            0.008632,                   0,             0.92304,             0.86842,             0.92049,             0.70964,             0.02298,             0.01252,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.015335,           0.0093418,                   0,             0.90521,             0.88158,             0.91086,             0.70101,            0.023534,            0.013144,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.015302,           0.0079738,                   0,             0.93689,             0.88158,             0.92418,              0.7104,            0.023021,            0.012553,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,             0.01478,           0.0088517,                   0,             0.92414,             0.88157,             0.93082,             0.73403,            0.022786,            0.012865,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.015237,           0.0088787,                   0,             0.93055,             0.88158,             0.92569,             0.72518,            0.022165,             0.01187,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.014773,           0.0090366,                   0,                0.95,             0.87494,             0.94966,             0.74038,             0.02185,            0.010958,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.014996,           0.0090649,                   0,             0.91095,             0.87492,             0.94447,             0.73599,            0.022202,            0.011808,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.014791,           0.0088082,                   0,             0.90194,             0.90769,             0.94029,             0.72738,            0.022378,            0.012397,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.014562,            0.008266,                   0,             0.88446,             0.90789,             0.94686,             0.74148,            0.021891,            0.012114,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.014464,           0.0082231,                   0,             0.91835,             0.88816,             0.94955,             0.73798,            0.021846,            0.011456,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.014363,            0.009666,                   0,             0.92567,             0.90128,             0.94961,             0.73914,            0.021591,            0.011688,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.014463,           0.0088421,                   0,             0.89996,             0.88816,             0.94056,              0.7356,            0.021589,            0.011243,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.014254,           0.0085271,                   0,             0.86953,             0.92105,             0.94491,             0.73651,            0.021721,            0.011755,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.014693,           0.0091758,                   0,              0.9374,             0.88816,             0.94377,             0.72846,             0.02234,            0.012068,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.014994,           0.0088508,                   0,             0.89676,             0.91437,             0.94943,             0.74217,            0.021478,            0.011135,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,             0.01434,           0.0090218,                   0,             0.96323,             0.86184,             0.94308,             0.72481,            0.021741,            0.011664,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.013853,           0.0091163,                   0,             0.93476,             0.84868,             0.92074,             0.71787,            0.022563,            0.012861,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.014137,           0.0079253,                   0,             0.88742,             0.88157,              0.9164,             0.70943,            0.022611,            0.012518,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.014494,           0.0096438,                   0,             0.91774,             0.88158,             0.91271,             0.70968,            0.022675,            0.012394,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.014545,           0.0085333,                   0,             0.92735,             0.86842,             0.92588,             0.72497,            0.022947,            0.012741,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.014274,           0.0086031,                   0,             0.94239,             0.86184,             0.93458,             0.72576,            0.022844,            0.012098,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.014874,           0.0084306,                   0,             0.91717,               0.875,             0.93301,             0.72506,            0.022397,            0.012848,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.014662,           0.0095248,                   0,             0.94839,             0.84868,             0.93226,              0.7327,            0.021956,            0.012608,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.014752,           0.0092764,                   0,             0.94914,             0.86184,             0.94278,             0.73514,            0.021809,            0.012297,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.013298,            0.008456,                   0,             0.91156,             0.88158,             0.93226,             0.72843,            0.021284,            0.012848,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.013977,           0.0086763,                   0,             0.93552,             0.86842,              0.9405,             0.73503,            0.021232,            0.012562,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.014005,            0.008941,                   0,              0.9489,             0.85517,             0.94941,             0.73199,            0.021005,            0.011838,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.014188,           0.0092431,                   0,             0.92895,             0.86184,             0.93717,             0.72496,            0.021159,            0.012305,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.014418,           0.0089881,                   0,             0.93639,               0.875,              0.9274,             0.72419,            0.021451,             0.01242,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,             0.01374,           0.0081733,                   0,             0.92397,             0.88158,             0.92852,             0.71913,            0.021526,            0.012854,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,             0.01367,           0.0082926,                   0,             0.93616,             0.86824,             0.93064,             0.71566,            0.021639,            0.012095,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.013578,           0.0086815,                   0,             0.92457,             0.88816,             0.92793,             0.72799,            0.021509,            0.011903,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,             0.01344,           0.0087274,                   0,             0.93003,             0.87449,              0.9282,             0.72197,            0.021743,            0.012409,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.013689,            0.007698,                   0,             0.94794,             0.84211,             0.93864,             0.72719,            0.022456,            0.012621,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.013906,           0.0085629,                   0,             0.94115,             0.84211,             0.93953,             0.72281,            0.022532,            0.012578,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.013724,           0.0086919,                   0,             0.93469,             0.84868,             0.94023,             0.72647,            0.022172,            0.012306,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.014239,           0.0095383,                   0,             0.85973,             0.92745,              0.9293,              0.7258,            0.022249,            0.012201,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.013433,           0.0082587,                   0,             0.89512,             0.90132,             0.92445,             0.72021,            0.022418,            0.013434,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,             0.01392,           0.0097465,                   0,             0.89808,             0.92755,              0.9208,             0.71929,            0.021874,            0.011988,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.013241,           0.0078302,                   0,             0.89401,             0.88792,             0.91925,             0.71442,            0.022262,             0.01295,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.013733,           0.0087511,                   0,             0.93525,             0.85522,             0.92087,             0.71532,            0.022522,            0.013475,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.013267,           0.0084037,                   0,             0.92907,             0.86184,             0.92867,             0.72665,            0.022284,            0.013169,                   0,            0.002318,            0.002318,            0.002318
                 227,             0.01343,           0.0093483,                   0,             0.91892,             0.89469,              0.9322,             0.72632,             0.02195,            0.013056,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.013431,           0.0091926,                   0,              0.9565,             0.86842,             0.93773,             0.72675,            0.021911,            0.012216,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.013681,           0.0085273,                   0,             0.95652,             0.86837,             0.93282,             0.73077,            0.021884,            0.012557,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.013093,           0.0077842,                   0,             0.93617,             0.86841,             0.93223,             0.72083,            0.021689,            0.012827,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.013252,           0.0085981,                   0,             0.94326,             0.87498,             0.93556,             0.73111,            0.021773,            0.012906,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.013526,           0.0080973,                   0,             0.93616,             0.86829,             0.93504,             0.72383,            0.022044,             0.01315,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.013117,            0.008028,                   0,             0.92957,             0.86835,             0.93188,             0.71993,            0.022056,            0.013287,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.013528,           0.0083569,                   0,             0.97013,             0.85483,             0.93646,              0.7324,            0.022043,            0.012553,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.013184,           0.0084157,                   0,             0.94274,             0.86842,             0.93025,              0.7236,            0.022116,             0.01305,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.013418,           0.0084911,                   0,             0.92946,               0.875,              0.9284,             0.71716,            0.022352,            0.013598,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.013336,           0.0083893,                   0,             0.92961,               0.875,             0.93108,             0.72682,            0.022426,            0.013552,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,            0.013271,           0.0093827,                   0,             0.93616,             0.86842,             0.92883,             0.71948,            0.022258,             0.01382,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.013299,           0.0082159,                   0,             0.93705,             0.88137,             0.92636,             0.72498,            0.022264,            0.013528,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.013072,           0.0090842,                   0,             0.91212,             0.88771,             0.91759,             0.71604,            0.022295,             0.01384,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,             0.01374,           0.0094599,                   0,             0.92413,             0.88151,             0.92517,             0.72376,            0.022666,            0.014184,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.012915,            0.008693,                   0,              0.9178,             0.88146,             0.92438,             0.72031,            0.022544,            0.013684,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.012924,           0.0092958,                   0,              0.9236,              0.8748,              0.9247,               0.719,            0.022105,            0.013649,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.013171,           0.0078051,                   0,              0.9013,             0.90117,              0.9302,             0.72171,            0.022193,            0.013655,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.012936,           0.0081351,                   0,             0.93571,             0.86183,             0.92692,             0.72391,            0.022049,            0.013796,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013105,           0.0076402,                   0,             0.92413,             0.88144,             0.92929,             0.72411,            0.021987,              0.0137,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.013201,           0.0084631,                   0,             0.92974,               0.875,             0.92812,             0.72732,            0.022184,            0.013691,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.012984,           0.0085368,                   0,             0.91155,             0.88143,             0.92061,             0.72453,            0.021971,            0.013503,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.012757,           0.0084986,                   0,             0.92396,             0.88158,             0.92269,             0.71842,             0.02153,            0.012927,                   0,           0.0016509,           0.0016509,           0.0016509
